model_name,fine_tuned,train_bundle,epochs,test_dataset,precision_score,recall_score,f1_score
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9269058295964125,0.9440511532313314,0.935399932119018
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.9001563110590074,0.9182778552920072,0.9091267883571781
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-combined,5,ssj500k,0.7546110665597434,0.8424350940017905,0.7961082910321489
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.7299270072992701,0.6269592476489029,0.6745362563237773
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.9320815948076031,0.9182461749257821,0.9251121592085586
bert-base-multilingual-cased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.909296585767174,0.8812039067171616,0.8950298613219961
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-iterative,5,ssj500k,0.5794806839772008,0.8191584601611459,0.6787833827893175
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.8422664624808576,0.8620689655172413,0.8520526723470178
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9150544807649544,0.9397122630737611,0.927219468228932
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9058252427184466,0.9298385489336257,0.9176748303334318
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-combined,5,ssj500k,0.7367601246105919,0.846911369740376,0.7880049979175343
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8870703764320785,0.8495297805642633,0.8678943154523618
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9355287569573284,0.9212148892441197,0.928316649407433
bert-base-multilingual-cased,True,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9295145236644322,0.9120988638628662,0.9207243460764587
bert-base-multilingual-cased,True,ssj500k,5,ssj500k,0.8034934497816594,0.8236347358997315,0.8134394341290893
bert-base-multilingual-cased,True,ssj500k,5,bsnlp-2017,0.7207977207977208,0.39655172413793105,0.5116279069767442
bert-base-multilingual-cased,True,ssj500k,5,bsnlp-2021,0.8425,0.5387074674583238,0.6571945953475414
bert-base-multilingual-cased,True,ssj500k,5,bsnlp-all,0.828943192637258,0.520629858481164,0.6395690499510285
bert-base-multilingual-cased,True,bsnlp-2017,5,ssj500k,0.5,0.7081468218442256,0.5861430159318266
bert-base-multilingual-cased,True,bsnlp-2017,5,bsnlp-2017,0.7921686746987951,0.8244514106583072,0.8079877112135176
bert-base-multilingual-cased,True,bsnlp-2017,5,bsnlp-2021,0.6585003711952487,0.6076729846997031,0.6320665083135392
bert-base-multilingual-cased,True,bsnlp-2017,5,bsnlp-all,0.6773645058448459,0.6352401833765199,0.6556264143180416
bert-base-multilingual-cased,True,bsnlp-2021,5,ssj500k,0.5607594936708861,0.7931960608773501,0.6570263255469039
bert-base-multilingual-cased,True,bsnlp-2021,5,bsnlp-2017,0.7042682926829268,0.7241379310344828,0.714064914992272
bert-base-multilingual-cased,True,bsnlp-2021,5,bsnlp-2021,0.920045045045045,0.9328613838775976,0.9264088898968137
bert-base-multilingual-cased,True,bsnlp-2021,5,bsnlp-all,0.8922684458398744,0.906318517042057,0.8992386037773165
bert-base-multilingual-cased,True,bsnlp-all,5,ssj500k,0.549165120593692,0.7949865711727843,0.6495976591075348
bert-base-multilingual-cased,True,bsnlp-all,5,bsnlp-2017,0.8836140888208269,0.9043887147335423,0.8938807126258713
bert-base-multilingual-cased,True,bsnlp-all,5,bsnlp-2021,0.9138316920322291,0.9324046585978534,0.9230247541539505
bert-base-multilingual-cased,True,bsnlp-all,5,bsnlp-all,0.9099785198203476,0.9288419374127965,0.9193134740579997
bert-base-multilingual-cased,False,ssj500k-bsnlp2017-iterative,5,ssj500k,0.6193724420190996,0.8128916741271263,0.70305845915602
bert-base-multilingual-cased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.8943338437978561,0.9153605015673981,0.9047250193648335
bert-base-multilingual-cased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.794447410571276,0.67960721625942,0.7325538461538462
bert-base-multilingual-cased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.8092748351898159,0.7095874028303767,0.756159728122345
bert-base-multilingual-cased,False,ssj500k-bsnlp-2017-combined,5,ssj500k,0.8200692041522492,0.8487018800358102,0.8341399032116147
bert-base-multilingual-cased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.9271186440677966,0.8573667711598746,0.8908794788273616
bert-base-multilingual-cased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.8394393118827652,0.6017355560630281,0.7009843043362597
bert-base-multilingual-cased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.8533118798605525,0.6342435718556907,0.7276469243082554
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.5842408712363869,0.8164726947179947,0.6811053024645257
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.7188449848024316,0.7413793103448276,0.7299382716049383
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9269058295964125,0.9440511532313314,0.935399932119018
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.9001563110590074,0.9182778552920072,0.9091267883571781
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-combined,5,ssj500k,0.7546110665597434,0.8424350940017905,0.7961082910321489
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.7299270072992701,0.6269592476489029,0.6745362563237773
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.9320815948076031,0.9182461749257821,0.9251121592085586
bert-base-multilingual-cased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.909296585767174,0.8812039067171616,0.8950298613219961
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-iterative,5,ssj500k,0.5794806839772008,0.8191584601611459,0.6787833827893175
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.8422664624808576,0.8620689655172413,0.8520526723470178
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9150544807649544,0.9397122630737611,0.927219468228932
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9058252427184466,0.9298385489336257,0.9176748303334318
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-combined,5,ssj500k,0.7367601246105919,0.846911369740376,0.7880049979175343
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8870703764320785,0.8495297805642633,0.8678943154523618
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9355287569573284,0.9212148892441197,0.928316649407433
bert-base-multilingual-cased,False,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9295145236644322,0.9120988638628662,0.9207243460764587
bert-base-multilingual-cased,False,ssj500k,5,ssj500k,0.8034934497816594,0.8236347358997315,0.8134394341290893
bert-base-multilingual-cased,False,ssj500k,5,bsnlp-2017,0.7207977207977208,0.39655172413793105,0.5116279069767442
bert-base-multilingual-cased,False,ssj500k,5,bsnlp-2021,0.8425,0.5387074674583238,0.6571945953475414
bert-base-multilingual-cased,False,ssj500k,5,bsnlp-all,0.828943192637258,0.520629858481164,0.6395690499510285
bert-base-multilingual-cased,False,bsnlp-2017,5,ssj500k,0.5,0.7081468218442256,0.5861430159318266
bert-base-multilingual-cased,False,bsnlp-2017,5,bsnlp-2017,0.7921686746987951,0.8244514106583072,0.8079877112135176
bert-base-multilingual-cased,False,bsnlp-2017,5,bsnlp-2021,0.6585003711952487,0.6076729846997031,0.6320665083135392
bert-base-multilingual-cased,False,bsnlp-2017,5,bsnlp-all,0.6773645058448459,0.6352401833765199,0.6556264143180416
bert-base-multilingual-cased,False,bsnlp-2021,5,ssj500k,0.5607594936708861,0.7931960608773501,0.6570263255469039
bert-base-multilingual-cased,False,bsnlp-2021,5,bsnlp-2017,0.7042682926829268,0.7241379310344828,0.714064914992272
bert-base-multilingual-cased,False,bsnlp-2021,5,bsnlp-2021,0.920045045045045,0.9328613838775976,0.9264088898968137
bert-base-multilingual-cased,False,bsnlp-2021,5,bsnlp-all,0.8922684458398744,0.906318517042057,0.8992386037773165
bert-base-multilingual-cased,False,bsnlp-all,5,ssj500k,0.549165120593692,0.7949865711727843,0.6495976591075348
bert-base-multilingual-cased,False,bsnlp-all,5,bsnlp-2017,0.8836140888208269,0.9043887147335423,0.8938807126258713
bert-base-multilingual-cased,False,bsnlp-all,5,bsnlp-2021,0.9138316920322291,0.9324046585978534,0.9230247541539505
bert-base-multilingual-cased,False,bsnlp-all,5,bsnlp-all,0.9099785198203476,0.9288419374127965,0.9193134740579997
bert-base-multilingual-uncased,True,ssj500k-bsnlp2017-iterative,5,ssj500k,0.35333333333333333,0.4934823091247672,0.4118104118104118
bert-base-multilingual-uncased,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.4778481012658228,0.470404984423676,0.4740973312401883
bert-base-multilingual-uncased,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.4157488986784141,0.3128885205138831,0.35705840624261054
bert-base-multilingual-uncased,True,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.424953095684803,0.33138258961228967,0.3723797780517879
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2017-combined,5,ssj500k,0.4838095238095238,0.4729981378026071,0.4783427495291902
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.5104166666666666,0.45794392523364486,0.4827586206896551
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.5034626038781164,0.30128470783257355,0.376976925071299
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.5046189376443418,0.3196781272860278,0.3914017017465294
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.3609625668449198,0.5027932960893855,0.4202334630350195
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.4178082191780822,0.38006230529595014,0.3980424143556281
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.7241520228851656,0.7343555739743058,0.7292181069958847
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.6914932457101132,0.6927578639356254,0.6921249771606066
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-combined,5,ssj500k,0.4425956738768719,0.49534450651769085,0.46748681898066785
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.4555984555984556,0.367601246105919,0.4068965517241379
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.7189460476787954,0.7123912142561127,0.715653621981682
bert-base-multilingual-uncased,True,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.6932075471698114,0.6719092904169714,0.6823922734026746
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-iterative,5,ssj500k,0.30327868852459017,0.4134078212290503,0.34988179669030733
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.4782608695652174,0.4454828660436137,0.4612903225806451
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.6446871062578748,0.6361375880646498,0.6403838130997079
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.6261194029850746,0.6137527432333577,0.6198743997044699
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-combined,5,ssj500k,0.4843205574912892,0.5176908752327747,0.5004500450045005
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.6395759717314488,0.5638629283489096,0.5993377483443708
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.7253491324587389,0.7103191048487361,0.7177554438860971
bert-base-multilingual-uncased,True,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.7161753590325018,0.6931236283833211,0.7044609665427508
bert-base-multilingual-uncased,True,ssj500k,5,ssj500k,0.47577092511013214,0.4022346368715084,0.43592330978809285
bert-base-multilingual-uncased,True,ssj500k,5,bsnlp-2017,0.4014084507042254,0.17757009345794392,0.24622030237580994
bert-base-multilingual-uncased,True,ssj500k,5,bsnlp-2021,0.5058400718778078,0.23331951927061748,0.31934203062960864
bert-base-multilingual-uncased,True,ssj500k,5,bsnlp-all,0.4940239043824701,0.22677395757132407,0.31085485083980946
bert-base-multilingual-uncased,True,bsnlp-2017,5,ssj500k,0.15546218487394958,0.1378026070763501,0.14610069101678183
bert-base-multilingual-uncased,True,bsnlp-2017,5,bsnlp-2017,0.1732283464566929,0.13707165109034267,0.15304347826086956
bert-base-multilingual-uncased,True,bsnlp-2017,5,bsnlp-2021,0.22302904564315354,0.08910070451719851,0.12733195143618598
bert-base-multilingual-uncased,True,bsnlp-2017,5,bsnlp-all,0.21264367816091953,0.09473299195318215,0.1310728744939271
bert-base-multilingual-uncased,True,bsnlp-2021,5,ssj500k,0.33465608465608465,0.47113594040968343,0.391337973704563
bert-base-multilingual-uncased,True,bsnlp-2021,5,bsnlp-2017,0.4,0.3862928348909657,0.39302694136291605
bert-base-multilingual-uncased,True,bsnlp-2021,5,bsnlp-2021,0.7185307470078415,0.7215084956485702,0.7200165425971877
bert-base-multilingual-uncased,True,bsnlp-2021,5,bsnlp-all,0.6824002927186242,0.6821506949524506,0.6822754710078653
bert-base-multilingual-uncased,True,bsnlp-all,5,ssj500k,0.32706766917293234,0.4860335195530726,0.3910112359550562
bert-base-multilingual-uncased,True,bsnlp-all,5,bsnlp-2017,0.5487804878048781,0.5607476635514018,0.5546995377503852
bert-base-multilingual-uncased,True,bsnlp-all,5,bsnlp-2021,0.6934713375796179,0.7219229175300456,0.7074111675126904
bert-base-multilingual-uncased,True,bsnlp-all,5,bsnlp-all,0.6767605633802817,0.7029992684711046,0.6896304269824183
bert-base-multilingual-uncased,False,ssj500k-bsnlp2017-iterative,5,ssj500k,0.3451910408432148,0.48789571694599626,0.404320987654321
bert-base-multilingual-uncased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.5058479532163743,0.5389408099688473,0.521870286576169
bert-base-multilingual-uncased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.4142623843222646,0.3153750518027352,0.3581176470588235
bert-base-multilingual-uncased,False,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.4286369894446994,0.34162399414776884,0.3802157541217179
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2017-combined,5,ssj500k,0.4838095238095238,0.4729981378026071,0.4783427495291902
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.5104166666666666,0.45794392523364486,0.4827586206896551
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.5034626038781164,0.30128470783257355,0.376976925071299
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.5046189376443418,0.3196781272860278,0.3914017017465294
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.3609625668449198,0.5027932960893855,0.4202334630350195
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.4178082191780822,0.38006230529595014,0.3980424143556281
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.7241520228851656,0.7343555739743058,0.7292181069958847
