model_name,fine_tuned,train_bundle,epochs,test_dataset,precision_score,recall_score,f1_score
bert-base-multilingual-cased,True,bsnlp-2021-pl,5,bsnlp-2021-pl,0.9759250123334978,0.9773715415019762,0.9766477412984448
bert-base-multilingual-cased,True,bsnlp-2021-pl,5,bsnlp-2021-ru,0.8575676944748787,0.8316636308439587,0.8444170455421129
bert-base-multilingual-cased,True,bsnlp-2021-pl,5,bsnlp-2021-sl,0.8541822721598002,0.781228591002512,0.8160782442748092
bert-base-multilingual-cased,True,bsnlp-2021-pl,5,bsnlp-2021-uk,0.7697185889813714,0.7942740286298569,0.7818035426731079
bert-base-multilingual-cased,True,bsnlp-2021-pl,5,bsnlp-2021-all,0.8561957807570978,0.8425737291424137,0.849330138861725
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-bg,0.798144042046481,0.8676903847870726,0.8314654803661562
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-cs,0.856478611283323,0.8502846591783352,0.8533703961084086
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-pl,0.7809477756286267,0.7979249011857708,0.7893450635386119
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-ru,0.9423019431988042,0.9568913175470553,0.949540593462871
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-sl,0.8064825930372149,0.7670701073304408,0.7862827715355806
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-uk,0.7867704280155642,0.8269938650306748,0.8063808574277168
bert-base-multilingual-cased,True,bsnlp-2021-ru,5,bsnlp-2021-all,0.8257064678964005,0.8489765230888631,0.8371798244565087
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-bg,0.7206980451380149,0.7668958128738506,0.7430795847750866
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-cs,0.8392725121987283,0.8733651330973996,0.8559794902729603
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-pl,0.7957387679481241,0.8488142292490118,0.8214200334688023
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-ru,0.782664572326146,0.8319672131147541,0.8065631668015599
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-sl,0.9131019036954088,0.9310344827586207,0.9219810040705564
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-uk,0.73301329394387,0.8118609406952966,0.7704249951484573
bert-base-multilingual-cased,True,bsnlp-2021-sl,5,bsnlp-2021-all,0.7880099878587955,0.834279200620877,0.8104847735171113
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-bg,0.724384213899826,0.7062762253370235,0.7152156224572823
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-cs,0.7918773446419833,0.7470380058470534,0.7688044338875692
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-pl,0.6532594967453609,0.6644268774703558,0.658795865379905
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-ru,0.7832957110609481,0.7900728597449909,0.7866696894128317
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-sl,0.7453416149068323,0.6850879196163507,0.7139457401237506
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-uk,0.9476885644768857,0.9558282208588957,0.9517409896151496
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-all,0.7418789061535042,0.7283663174233604,0.7350605166864514
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-bg,0.9812516739576823,0.9812516739576823,0.9812516739576823
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-cs,0.975811390079608,0.9807662717341129,0.9782825569795103
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-pl,0.9805815672745195,0.98300395256917,0.9817912657290895
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-ru,0.9523095380923815,0.9638737097753491,0.9580567290283645
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-sl,0.9287155346334902,0.9461064169901804,0.9373303167420814
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-uk,0.9451121794871795,0.9648261758691207,0.9548674357417527
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-all,0.9677613666481941,0.9741220411331005,0.9709312866380613
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-bg,0.9791425260718424,0.9807160074993304,0.9799286351471901
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-cs,0.8800067317401549,0.8045853208185875,0.8406076681938751
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-pl,0.7877632898696089,0.7760869565217391,0.7818815331010454
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-ru,0.8553600962261314,0.8635397692774742,0.859430470579349
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-sl,0.851930758988016,0.730532084950902,0.7865748709122203
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-uk,0.7734282325029656,0.8,0.7864897466827504
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-all,0.8713622522837319,0.846720993403182,0.8588649167261188
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-bg,0.7343368934488268,0.7795732523881796,0.7562792309024771
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-cs,0.9748427672955975,0.9778427450376981,0.976340451682286
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-pl,0.8604243722016741,0.8735177865612648,0.8669216436206727
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-ru,0.8194799338644221,0.827565270188221,0.8235027565893814
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-sl,0.8319828408007627,0.7972139757935601,0.8142274052478135
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-uk,0.7493383742911153,0.8106339468302658,0.7787819253438113
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-all,0.8263075537009815,0.8452658129608072,0.8356791751588539
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-bg,0.7432420376483183,0.7437728774216588,0.7435073627844712
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-cs,0.8989707046714173,0.8735190029235267,0.8860621195567349
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-pl,0.9759250123334978,0.9773715415019762,0.9766477412984448
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-ru,0.8575676944748787,0.8316636308439587,0.8444170455421129
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-sl,0.8541822721598002,0.781228591002512,0.8160782442748092
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-uk,0.7697185889813714,0.7942740286298569,0.7818035426731079
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-all,0.8561957807570978,0.8425737291424137,0.849330138861725
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-bg,0.798144042046481,0.8676903847870726,0.8314654803661562
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-cs,0.856478611283323,0.8502846591783352,0.8533703961084086
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-pl,0.7809477756286267,0.7979249011857708,0.7893450635386119
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-ru,0.9423019431988042,0.9568913175470553,0.949540593462871
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-sl,0.8064825930372149,0.7670701073304408,0.7862827715355806
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-uk,0.7867704280155642,0.8269938650306748,0.8063808574277168
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-all,0.8257064678964005,0.8489765230888631,0.8371798244565087
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-bg,0.7206980451380149,0.7668958128738506,0.7430795847750866
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-cs,0.8392725121987283,0.8733651330973996,0.8559794902729603
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-pl,0.7957387679481241,0.8488142292490118,0.8214200334688023
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-ru,0.782664572326146,0.8319672131147541,0.8065631668015599
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-sl,0.9131019036954088,0.9310344827586207,0.9219810040705564
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-uk,0.73301329394387,0.8118609406952966,0.7704249951484573
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-all,0.7880099878587955,0.834279200620877,0.8104847735171113
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-bg,0.724384213899826,0.7062762253370235,0.7152156224572823
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-cs,0.7918773446419833,0.7470380058470534,0.7688044338875692
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-pl,0.6532594967453609,0.6644268774703558,0.658795865379905
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-ru,0.7832957110609481,0.7900728597449909,0.7866696894128317
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-sl,0.7453416149068323,0.6850879196163507,0.7139457401237506
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-uk,0.9476885644768857,0.9558282208588957,0.9517409896151496
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-all,0.7418789061535042,0.7283663174233604,0.7350605166864514
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-bg,0.9812516739576823,0.9812516739576823,0.9812516739576823
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-cs,0.975811390079608,0.9807662717341129,0.9782825569795103
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-pl,0.9805815672745195,0.98300395256917,0.9817912657290895
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-ru,0.9523095380923815,0.9638737097753491,0.9580567290283645
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-sl,0.9287155346334902,0.9461064169901804,0.9373303167420814
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-uk,0.9451121794871795,0.9648261758691207,0.9548674357417527
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-all,0.9677613666481941,0.9741220411331005,0.9709312866380613
